Category,Name,State,Fill1,Fill2,Fill3,Website
Municipality,Beckemeyer,Illinois,1,1,1, https://beckemeyeril.gov/
Municipality,Benton,Illinois,1,1,1, https://bentonil.com/
Municipality,Bishop Hill,Illinois,1,1,1, https://bishophill.com/
Municipality,Breese,Illinois,1,1,1, https://breese.org/
Municipality,Bull Valley,Illinois,1,1,1, https://bullvalley.org/
Municipality,Eldorado,Illinois,1,1,1, https://cityofeldorado.com/
Municipality,Panguitch,Utah,1,1,1, https://dammeronvalley.org/
Water Districts,Elephant Butte Irrigation District,New Mexico,1,1,1, https://ebid-nm.org/
Municipality,Elsah,Illinois,1,1,1, https://escapetoelsah.com/
Municipality,Harrisburg,Illinois,1,1,1, https://harrisburgil.com/
Municipality,Jamesport,Missouri,1,1,1, https://jamesport-mo.com/
Water Districts,Kearns Improvement District,Utah,1,1,1, https://kearnsid.org/
Municipality,Lebanon,Missouri,1,1,1, https://lebanonmissouri.org/
Municipality,Lovington,New Mexico,1,1,1, https://lovington.org/
Water Districts,Missouri Department of Natural Resources (DNR),Missouri,1,1,1, https://mdc.mo.gov/
Municipality,Parowan,Utah,1,1,1, https://parowan.org/
Municipality,Rockville,Utah,1,1,1, https://rockvilleutah.org/
Municipality,Rogersville,Missouri,1,1,1, https://rogersvillemo.gov/
Municipality,Sellersburg,Indiana,1,1,1, https://sellersburg.org/
Municipality,Trenton,Missouri,1,1,1, https://trentonmo.com/
Municipality,Hainesville,Illinois,1,1,1, https://vhainesville.org/
Municipality,Belle Rive,Illinois,1,1,1, https://villageofbellerive.govtportal.com/
Municipality,Dixmoor,Illinois,1,1,1, https://villageofdixmoor.org/
Municipality,Durand,Illinois,1,1,1, https://villageofdurand.com/
Municipality,Forreston,Illinois,1,1,1, https://villageofforreston.org/
Municipality,Hodgkins,Illinois,1,1,1, https://villageofhodgkins.org/
Municipality,Hoffman,Illinois,1,1,1, https://villageofhoffman.us/
Municipality,Damiansville,Illinois,1,1,1, https://visitclintoncounty.com/member/village-of-damiansville
Municipality,Atwood,Illinois,1,1,1, https://www.atwoodchamber.org/
Municipality,Bartelso,Illinois,1,1,1, https://www.bartelsobraves.com/
Municipality,Belton,Missouri,1,1,1, https://www.belton.mo.us/
Municipality,Bettendorf,Iowa,1,1,1, https://www.bettendorf.org/
Municipality,Bonne Terre,Missouri,1,1,1, https://www.bonneterre.org/
Municipality,Carl Junction,Missouri,1,1,1, https://www.carljunction.org/
Municipality,Carson City,Nevada,1,1,1, https://www.carson.org/
Municipality,Carthage,Illinois,1,1,1, https://www.carthage-il.gov/
Municipality,Castle Dale,Utah,1,1,1, https://www.castledale.org/
Municipality,Chesterfield,Missouri,1,1,1, https://www.chesterfield.mo.us/
Municipality,Hooppole,Illinois,1,1,1, https://www.cityofhoopeston.com/
Municipality,Jackson,Missouri,1,1,1, https://www.cityofjackson.org/
Municipality,Richmond Heights,Missouri,1,1,1, https://www.cityofrichmondmo.org/
Water Districts,Sedalia Water Department,Missouri,1,1,1, https://www.cityofsedalia.com/government/departments/water_department/index.php
Municipality,Weldon Spring,Missouri,1,1,1, https://www.cityofweldonspring.org/
Municipality,Yerington,Nevada,1,1,1, https://www.cityofyerington.com/
Municipality,Kimberling City,Missouri,1,1,1, https://www.ckcmo.com/
Municipality,Clarkson Valley,Missouri,1,1,1, https://www.clarksonvalley.org/
Municipality,Columbia,Missouri,1,1,1, https://www.como.gov/
Municipality,Connersville,Indiana,1,1,1, https://www.connersvillein.gov/
Municipality,Covington,Indiana,1,1,1, https://www.covingtonindiana.com/
Municipality,Carpentersville,Illinois,1,1,1, https://www.cville.org/
Municipality,Davenport,Iowa,1,1,1, https://www.davenportiowa.com/
Water Districts,Gardnerville Water Company,Nevada,1,1,1, https://www.douglascountynv.gov/government/community_services/gardnerville
Municipality,Elko,Nevada,1,1,1, https://www.elkocity.com/
Municipality,Elmwood Park,Illinois,1,1,1, https://www.elmwoodpark.org/
Water Districts,Eastern New Mexico Water Utility Authority,New Mexico,1,1,1, https://www.enmwwua.org/
Municipality,Carbondale,Illinois,1,1,1, https://www.explorecarbondale.com/
Municipality,Fort Dodge,Iowa,1,1,1, https://www.fortdodgeiowa.org/
Municipality,Fowler,Indiana,1,1,1, https://www.fowlerindiana.org/
Municipality,Fox Lake,Illinois,1,1,1, https://www.foxlake.org/
Municipality,Franklin Park,Illinois,1,1,1, https://www.franklinparkillinois.us/
Municipality,Germantown Hills,Illinois,1,1,1, https://www.germantownil.com/
Municipality,Glendale,Arizona,1,1,1, https://www.glendaleaz.com/
Municipality,Hammond,Indiana,1,1,1, https://www.gohammond.com/
Municipality,Green Oaks,Illinois,1,1,1, https://www.greenoaksvillage.org/
Municipality,Harwood Heights,Illinois,1,1,1, https://www.harwoodheights.org/
Municipality,Hobbs,New Mexico,1,1,1, https://www.hobbsnm.org/
Municipality,Iowa City,Iowa,1,1,1, https://www.icgov.org/
Municipality,Joplin,Missouri,1,1,1, https://www.joplinmo.org/
Municipality,Lake Ozark,Missouri,1,1,1, https://www.lakeozarkmo.gov/
Municipality,Mapleton,Utah,1,1,1, https://www.mapleton.org/
Municipality,Maryland Heights,Missouri,1,1,1, https://www.marylandheights.com/
Municipality,McCordsville,Indiana,1,1,1, https://www.mccordsville.org/
Water Districts,Minden-Gardnerville Sanitation District,Nevada,1,1,1, https://www.mgssd.org/
Municipality,Miami,Arizona,1,1,1, https://www.miami-az.gov/
Municipality,Monticello,Utah,1,1,1, https://www.monticelloutah.org/
Municipality,Nixa,Missouri,1,1,1, https://www.nixa.com/
Municipality,North Kansas City,Missouri,1,1,1, https://www.nkc.org/
Water Districts,North Shore Water Reclamation District,Illinois,1,1,1, https://www.nsd.org/
Municipality,Olivette,Missouri,1,1,1, https://www.olivettemo.com/
County,Ozark,Missouri,1,1,1, https://www.ozarkmissouri.com/
Municipality,Pleasant Valley,Missouri,1,1,1, https://www.pleasantvalleymo.org/
Municipality,Raymore,Missouri,1,1,1, https://www.raymore.com/
County,St. Francois,Missouri,1,1,1, https://www.sfcgov.org/
Water Districts,Southern Nevada Water Authority (SNWA),Nevada,1,1,1, https://www.snwa.com/
Municipality,Springville,Utah,1,1,1, https://www.springville.org/
Water Districts,Taylorsville-Bennion Improvement District,Utah,1,1,1, https://www.taylorsvilleut.gov/
Municipality,DeMotte,Indiana,1,1,1, https://www.townofdemotte.com/
Municipality,Castle Valley,Utah,1,1,1, https://www.utah.gov/pmn/sitemap/publicbody/2745.html
Municipality,Valley Park,Missouri,1,1,1, https://www.valleyparkmo.org/
Municipality,Buffalo Grove,Illinois,1,1,1, https://www.vbg.org/
Municipality,Bannockburn,Illinois,1,1,1, https://www.villageofbannockburn.org/
Municipality,Beach Park,Illinois,1,1,1, https://www.villageofbeachpark.com/
Municipality,Bedford Park,Illinois,1,1,1, https://www.villageofbedfordpark.com/
Municipality,Gilberts,Illinois,1,1,1, https://www.villageofgilberts.com/
Municipality,Grayslake,Illinois,1,1,1, https://www.villageofgrayslake.com/
Municipality,Dolton,Illinois,1,1,1, https://www.vodolton.org/
Municipality,Waukee,Iowa,1,1,1, https://www.waukee.org/
Municipality,Steelville,Missouri,1,1,1,http://steelville.com/
Municipality,West Alton,Missouri,1,1,1,http://westaltonmo.com/
Municipality,Blandinsville,Illinois,1,1,1,http://www.blandinsville.com/
Municipality,Albers,Illinois,1,1,1,https://albersil.org/
Municipality,Aviston,Illinois,1,1,1,https://avistonil.org/
Municipality,Big Water,Utah,1,1,1,https://bigwater.town/
Water Districts,Bloomington Utilities,Indiana,1,1,1,https://bloomington.in.gov/utilities
Municipality,Bryce Canyon City,Utah,1,1,1,https://brycecanyoncity.com/
Municipality,Carlyle,Illinois,1,1,1,https://carlylelake.com/
Municipality,Caruthersville,Missouri,1,1,1,https://carumo.org/
Municipality,Belle,Missouri,1,1,1,https://cityofbellemo.org/
Municipality,Enterprise,Utah,1,1,1,https://enterpriseutah.org/
Municipality,Goodfield,Illinois,1,1,1,https://goodfieldillinois.com/
Municipality,Guadalupe,Arizona,1,1,1,https://guadalupeaz.org/
Municipality,Hatch,Utah,1,1,1,https://hatchtown.org/
Water Districts,Hooper Water Improvement District,Utah,1,1,1,https://hooperwater.com/
County,Jefferson,Missouri,1,1,1,https://jeffcomo.org/
Municipality,La Verkin,Utah,1,1,1,https://laverkin.org/
County,Linn,Missouri,1,1,1,https://linncountymo.gov/
Municipality,Linn,Missouri,1,1,1,https://linnmo.org/
Water Districts,Magna Water District,Utah,1,1,1,https://magnawater.com/
Water Districts,Missouri Rural Water Association (MRWA),Missouri,1,1,1,https://moruralwater.org/
Municipality,Moscow Mills,Missouri,1,1,1,https://moscowmillsmo.com/
Water Districts,Metropolitan St. Louis Sewer District (MSD),Missouri,1,1,1,https://msdprojectclear.org/
Water Districts,Mt. Olympus Improvement District,Utah,1,1,1,https://mtolympusid.org/
Municipality,Paradise,Utah,1,1,1,https://paradiseutah.com/
Municipality,Questa,New Mexico,1,1,1,https://questa-nm.gov/
Municipality,Santa Rosa,New Mexico,1,1,1,https://santarosanm.gov/
Water Districts,Taos Valley Acequia Association,New Mexico,1,1,1,https://taosacequias.org/
Municipality,Toquerville,Utah,1,1,1,https://toquerville.org/
Municipality,Erie,Illinois,1,1,1,https://villageoferie.com/
County,Pima,Arizona,1,1,1,https://webcms.pima.gov/
Municipality,Warsaw,Missouri,1,1,1,https://welcometowarsaw.com/
Municipality,Bartonville,Illinois,1,1,1,https://www.bartonville.org/
Municipality,Boonville,Missouri,1,1,1,https://www.boonvillemo.org/
Municipality,Brentwood,Missouri,1,1,1,https://www.brentwoodmo.org/
Municipality,Bridgeton,Missouri,1,1,1,https://www.bridgetonmo.com/
Municipality,Cabool,Missouri,1,1,1,https://www.caboolmo.org/
Municipality,Cambridge,Illinois,1,1,1,https://www.cambridgeil.org/
Water Districts,Carlsbad Irrigation District,New Mexico,1,1,1,https://www.carlsbadid.org/
Municipality,Eldon,Missouri,1,1,1,https://www.cityofeldon.org/
Municipality,Jennings,Missouri,1,1,1,https://www.cityofjennings.org/
Municipality,Normandy,Missouri,1,1,1,https://www.cityofnormandy.gov/
Municipality,Wellsville,Missouri,1,1,1,https://www.cityofwellsvillemo.com/
Municipality,Coalville,Utah,1,1,1,https://www.coalvillecity.org/
Municipality,Colchester,Illinois,1,1,1,https://www.colchesteril.org/
Municipality,Corrales,New Mexico,1,1,1,https://www.corrales-nm.org/
Municipality,Daniel,Utah,1,1,1,https://www.danielutah.org/
Municipality,Divernon,Illinois,1,1,1,https://www.divernonil.com/
Municipality,Espanola,New Mexico,1,1,1,https://www.espanolanmusa.org/
Municipality,Eureka,Illinois,1,1,1,https://www.eurekaillinois.net/
Municipality,Fenton,Missouri,1,1,1,https://www.fentonmo.org/
Municipality,Florissant,Missouri,1,1,1,https://www.florissantmo.gov/
Municipality,Glendale,Missouri,1,1,1,https://www.glendalemo.org/
Water Districts,Hannibal Board of Public Works,Missouri,1,1,1,https://www.hannibalbpw.org/
Municipality,Hartford,Illinois,1,1,1,https://www.hartford-illinois.com/
Municipality,Hazelwood,Missouri,1,1,1,https://www.hazelwoodmo.org/
Municipality,Huntsville,Missouri,1,1,1,https://www.huntsvillemo.com/
Municipality,Kirkwood,Missouri,1,1,1,https://www.kirkwoodmo.org/
Water Districts,Great Basin Water Co.,Nevada,1,1,1,https://www.myutility.us/greatbasinwater
Municipality,Overland,Missouri,1,1,1,https://www.overlandmo.org/
Municipality,Pacific,Missouri,1,1,1,https://www.pacificmissouri.com/
Water Districts,City of Rock Island Public Works Department,Illinois,1,1,1,https://www.rigov.org/167/Public-Works
Water Districts,Rathbun Regional Water Association,Iowa,1,1,1,https://www.rrwa.net/
Municipality,Ruidoso Downs,New Mexico,1,1,1,https://www.ruidosodownsnm.us/
County,Salt Lake,Utah,1,1,1,https://www.saltlakecounty.gov/
Municipality,Savannah,Missouri,1,1,1,https://www.savannahmo.net/
County,Sierra,New Mexico,1,1,1,https://www.sierraco.org/
Municipality,Cuba,New Mexico,1,1,1,https://www.villageofcuba.com/
Municipality,Carterville,Illinois,1,1,1,https://www.visitcarterville.com/
Municipality,Chama,New Mexico,1,1,1,https://www.visitchama.com/
Municipality,Waynesville,Missouri,1,1,1,https://www.waynesvillemo.org/
Municipality,Winfield,Missouri,1,1,1,https://www.winfieldmo.org/
Water Districts,Xenia Rural Water District,Iowa,1,1,1,https://www.xeniawater.org/
